"pwgsi","P","m"
0.105882352941177,0.58,100
0.280714285714286,0.018,100
0,0.986,100
0.24,0.046,100
0.109375,0.357,100
0.16875,0.126,100
0.025,0.876,100
0.105882352941177,0.593,100
0.105882352941177,0.527,100
0.534965034965035,0,100
0.137316176470588,0.243,100
0.109375,0.479,100
0.105882352941177,0.563,100
0.16875,0.258,100
0.0779411764705883,0.569,100
0.025,0.89,100
0.204375,0.102,100
0.084375,0.519,100
0.24,0.066,100
0.0779411764705883,0.639,100
0.137316176470588,0.302,100
0.0779411764705883,0.687,100
0.280714285714286,0.036,100
0.05,0.862,100
0.172941176470588,0.176,100
0.16875,0.203,100
0.0779411764705883,0.497,100
0.05,0.763,100
0.137316176470588,0.454,100
0.105882352941177,0.384,100
0.105882352941177,0.638,100
0.137316176470588,0.412,100
0.172941176470588,0.107,100
0.16875,0.196,100
0.245089285714286,0.072,100
0.172941176470588,0.17,100
0.109375,0.476,100
0,0.988,100
0.16875,0.22,100
0.292067307692308,0.022,100
0.280714285714286,0.017,100
0.16875,0.236,100
0.0529411764705883,0.84,100
0.0779411764705883,0.795,100
0.05,0.739,100
0.0779411764705883,0.609,100
0.137316176470588,0.217,100
0.280714285714286,0.024,100
0.0779411764705883,0.633,100
0.137316176470588,0.297,100
0.172941176470588,0.135,100
0.137316176470588,0.233,100
0.16875,0.282,100
0.0779411764705883,0.63,100
0.105882352941177,0.458,100
0.137316176470588,0.231,100
0.084375,0.548,100
0.105882352941177,0.481,100
0.05,0.848,100
0.109375,0.57,100
0.145,0.261,100
0.137316176470588,0.238,100
0.172941176470588,0.131,100
0.280714285714286,0.014,100
0.137316176470588,0.311,100
0.105882352941177,0.449,100
0.137316176470588,0.335,100
0.109375,0.383,100
0.172941176470588,0.216,100
0.327692307692308,0.001,100
0.204375,0.129,100
0.105882352941177,0.385,100
0.0779411764705883,0.512,100
0.0529411764705883,0.654,100
0.084375,0.696,100
0.105882352941177,0.529,100
0.025,0.851,100
0.280714285714286,0.021,100
0.105882352941177,0.531,100
0.204375,0.06,100
0.137316176470588,0.268,100
0.137316176470588,0.224,100
0.24,0.028,100
0.204375,0.113,100
0.321428571428572,0.025,100
0.105882352941177,0.411,100
0.24,0.062,100
0.025,0.929,100
0.109375,0.364,100
0.084375,0.669,100
0.172941176470588,0.147,100
0.204375,0.13,100
0.137316176470588,0.187,100
0.025,0.948,100
0.213655462184874,0.058,100
0.245089285714286,0.044,100
0.084375,0.681,100
0.245089285714286,0.06,100
0.16875,0.253,100
0.105882352941177,0.536,100
0.137316176470588,0.354,100
0.084375,0.508,100
0.105882352941177,0.481,100
0.0779411764705883,0.717,100
0.137316176470588,0.428,100
0.0779411764705883,0.508,100
0.025,0.84,100
0.204375,0.085,100
0.280714285714286,0.033,100
0.0529411764705883,0.721,100
0.137316176470588,0.342,100
0.0779411764705883,0.502,100
0.145,0.322,100
0.280714285714286,0.015,100
0.105882352941177,0.687,100
0.05,0.858,100
0.109375,0.401,100
0.0779411764705883,0.693,100
0.105882352941177,0.474,100
0.109375,0.345,100
0.16875,0.328,100
0.16875,0.183,100
0.204375,0.123,100
0.16875,0.2,100
0.16875,0.206,100
0.105882352941177,0.54,100
0.0779411764705883,0.676,100
0.105882352941177,0.576,100
0.105882352941177,0.499,100
0.0779411764705883,0.723,100
0.05,0.845,100
0.204375,0.094,100
0.05,0.761,100
0.0779411764705883,0.636,100
0.137316176470588,0.31,100
0.0779411764705883,0.608,100
0.0529411764705883,0.563,100
0.137316176470588,0.286,100
0.137316176470588,0.355,100
0.105882352941177,0.439,100
0.05,0.886,100
0.0779411764705883,0.572,100
0.24,0.058,100
0.025,0.816,100
0.105882352941177,0.438,100
0.109375,0.557,100
0.109375,0.439,100
0.0529411764705883,0.769,100
0.109375,0.456,100
0.109375,0.478,100
0.327692307692308,0.013,100
0.137316176470588,0.405,100
0.204375,0.147,100
0.105882352941177,0.525,100
0.16875,0.223,100
0.204375,0.175,100
0.0779411764705883,0.583,100
0.24,0.045,10
0.16875,0.154,10
0.280714285714286,0.013,10
0.172941176470588,0.139,10
0.16875,0.188,10
0.245089285714286,0.022,10
0.172941176470588,0.118,10
0.137316176470588,0.294,10
0.204375,0.058,10
0.415384615384615,0.007,10
0.204375,0.129,10
0.3825,0.001,10
0.487987012987013,0,10
0.280714285714286,0.009,10
0.3825,0.007,10
0.245089285714286,0.055,10
0.415384615384615,0.003,10
0.327692307692308,0.015,10
0.137316176470588,0.253,10
0.280714285714286,0.025,10
0.204375,0.127,10
0.280714285714286,0.028,10
0.245089285714286,0.029,10
0.280714285714286,0.031,10
0.321428571428572,0.014,10
0.204375,0.117,10
0.423214285714286,0,10
0.204375,0.111,10
0.470192307692308,0.001,10
0.280714285714286,0.011,10
0.24,0.024,10
0.204375,0.134,10
0.327692307692308,0.006,10
0.172941176470588,0.121,10
0.204375,0.114,10
0.24,0.056,10
0.204375,0.081,10
0.3825,0.003,10
0.368406593406593,0.006,10
0.0779411764705883,0.698,10
0.321428571428572,0.023,10
0.321428571428572,0.012,10
0.346875,0.009,10
0.204375,0.113,10
0.204375,0.117,10
0.24,0.052,10
0.280714285714286,0.016,10
0.534965034965035,0.001,10
0.565714285714286,0,10
0.423214285714286,0.002,10
0.327692307692308,0.004,10
0.172941176470588,0.096,10
0.415384615384615,0,10
0.24,0.126,10
0.172941176470588,0.183,10
0.24,0.078,10
0.321428571428572,0.013,10
0.24,0.038,10
0.321428571428572,0.008,10
0.137316176470588,0.333,10
0.423214285714286,0,10
0.204375,0.152,10
0.321428571428572,0.016,10
0.280714285714286,0.007,10
0.084375,0.441,10
0.24,0.056,10
0.423214285714286,0,10
0.368406593406593,0.002,10
0.24,0.07,10
0.3825,0.001,10
0.137316176470588,0.26,10
0.415384615384615,0.002,10
0.145,0.114,10
0.204375,0.083,10
0.16875,0.178,10
0.172941176470588,0.176,10
0.137316176470588,0.21,10
0.16875,0.205,10
0.280714285714286,0.017,10
0.327692307692308,0.013,10
0.534965034965035,0,10
0.321428571428572,0.015,10
0.3825,0.001,10
0.380213903743316,0.008,10
0.423214285714286,0,10
0.321428571428572,0.02,10
0.280714285714286,0.026,10
0.12,0.298,10
0.137316176470588,0.293,10
0.487987012987013,0,10
0.280714285714286,0.031,10
0.16875,0.197,10
0.321428571428572,0.009,10
0.321428571428572,0.019,10
0.24,0.072,10
0.24,0.047,10
0.24,0.069,10
0.292067307692308,0.012,10
0.280714285714286,0.016,10
0.204375,0.135,10
0.204375,0.092,10
0.327692307692308,0.007,10
0.137316176470588,0.198,10
0.204375,0.065,10
0.213655462184874,0.083,10
0.24,0.061,10
0.24,0.042,10
0.204375,0.071,10
0.280714285714286,0.04,10
0.280714285714286,0.019,10
0.137316176470588,0.263,10
0.213655462184874,0.154,10
0.423214285714286,0.006,10
0.470192307692308,0.002,10
0.16875,0.173,10
0.327692307692308,0.003,10
0.24,0.025,10
0.245089285714286,0.023,10
0.204375,0.041,10
0.280714285714286,0.019,10
0.327692307692308,0.004,10
0.172941176470588,0.153,10
0.3825,0.002,10
0.16875,0.129,10
0.16875,0.278,10
0.24,0.086,10
0.415384615384615,0.001,10
0.368406593406593,0.002,10
0.423214285714286,0,10
0.16875,0.117,10
0.280714285714286,0.013,10
0.368406593406593,0.004,10
0.321428571428572,0.027,10
0.280714285714286,0.022,10
0.172941176470588,0.13,10
0.172941176470588,0.075,10
0.213655462184874,0.06,10
0.137316176470588,0.327,10
0.245089285714286,0.01,10
0.245089285714286,0.03,10
0.245089285714286,0.034,10
0.24,0.043,10
0.423214285714286,0.001,10
0.0779411764705883,0.642,10
0.346875,0.008,10
0.423214285714286,0.001,10
0.415384615384615,0.004,10
0.470192307692308,0,10
0.3825,0.003,10
0.487987012987013,0,10
0.172941176470588,0.162,10
0.24,0.022,10
0.172941176470588,0.172,10
0.327692307692308,0.007,10
0.280714285714286,0.008,10
0.470192307692308,0,10
0.145,0.306,10
0.280714285714286,0.016,10
0.415384615384615,0.001,10
0.368406593406593,0.004,10
0.280714285714286,0.016,10
0.213655462184874,0.097,10
0.245089285714286,0.026,10
0.204375,0.102,10
0.24,0.1,10
0.321428571428572,0.012,10
0.470192307692308,0,10
0.368406593406593,0.004,10
0.16875,0.167,10
0.280714285714286,0.015,10
0.280714285714286,0.029,10
0.415384615384615,0.003,10
0.368406593406593,0.003,10
0.204375,0.134,10
0.24,0.087,10
0.280714285714286,0.018,10
0.24,0.048,10
0.280714285714286,0.04,10
0.204375,0.105,10
0.470192307692308,0.001,10
0.280714285714286,0.03,10
0.292067307692308,0.016,10
0.245089285714286,0.018,10
0.16875,0.252,10
0.280714285714286,0.031,10
0.280714285714286,0.014,10
0.245089285714286,0.025,10
0.172941176470588,0.19,10
0.327692307692308,0.01,10
0.213655462184874,0.036,10
0.204375,0.085,10
0.24,0.041,10
0.415384615384615,0.004,10
0.368406593406593,0.006,10
0.327692307692308,0.004,10
0.368406593406593,0.009,10
0.172941176470588,0.163,10
0.204375,0.059,10
0.525,0,10
0.204375,0.068,10
0.145,0.319,10
0.321428571428572,0.008,10
0.470192307692308,0,10
0.204375,0.071,10
0.292067307692308,0.014,10
0.16875,0.229,10
0.204375,0.107,10
0.280714285714286,0.037,10
0.204375,0.1,10
0.321428571428572,0.006,10
0.204375,0.086,10
0.172941176470588,0.204,10
0.280714285714286,0.045,10
0.368406593406593,0.001,10
0.415384615384615,0,10
0.470192307692308,0,10
0.368406593406593,0.004,10
0.24,0.09,10
0.109375,0.358,10
0.24,0.138,10
0.16875,0.337,10
0.280714285714286,0.021,10
0.321428571428572,0.012,10
0.423214285714286,0.001,10
0.109375,0.399,10
0.346875,0.011,10
0.232692307692308,0.034,10
0.280714285714286,0.015,10
0.204375,0.067,10
0.280714285714286,0.021,10
0.321428571428572,0.012,10
0.172941176470588,0.056,10
0.172941176470588,0.129,10
0.204375,0.086,10
0.16875,0.295,10
0.292067307692308,0.034,10
0.109375,0.434,10
0.423214285714286,0,10
0.204375,0.093,10
0.16875,0.194,10
0.204375,0.096,10
0.145,0.135,10
0.145,0.15,10
0.0779411764705883,0.544,10
0.137316176470588,0.204,10
0.16875,0.185,10
0.260633484162896,0.022,10
0.368406593406593,0.003,10
0.280714285714286,0.013,10
0.423214285714286,0.001,10
0.137316176470588,0.341,10
0.346875,0.007,10
0.245089285714286,0.037,10
0.321428571428572,0.016,10
0.525,0,10
0.245089285714286,0.021,10
0.172941176470588,0.111,10
0.321428571428572,0.007,10
0.280714285714286,0.034,10
0.423214285714286,0.003,10
0.172941176470588,0.154,10
0.204375,0.044,10
0.327692307692308,0.006,10
0.204375,0.119,10
0.470192307692308,0,10
0.24,0.079,10
0.368406593406593,0.005,10
0.327692307692308,0.008,10
0.327692307692308,0.011,10
0.321428571428572,0.021,10
0.172941176470588,0.165,10
0.137316176470588,0.213,10
0.204375,0.059,10
0.109375,0.516,10
0.105882352941177,0.5,10
0.327692307692308,0.009,10
0.137316176470588,0.244,10
0.204375,0.099,10
0.16875,0.185,10
0.16875,0.347,10
0.204375,0.04,10
0.204375,0.141,10
0.16875,0.134,10
0.327692307692308,0,10
0.260633484162896,0.03,10
0.204375,0.076,10
0.109375,0.45,10
0.327692307692308,0.008,10
0.654545454545455,0,10
0.280714285714286,0.02,10
0.24,0.04,10
0.204375,0.129,10
0.24,0.076,10
0.368406593406593,0.002,10
0.245089285714286,0.033,10
0.321428571428572,0.016,10
0.204375,0.046,10
0.280714285714286,0.019,10
0.245089285714286,0.033,10
0.280714285714286,0.024,10
0.245089285714286,0.026,10
0.204375,0.104,10
0.245089285714286,0.063,10
0.415384615384615,0.001,10
0.245089285714286,0.031,10
0.213655462184874,0.074,10
0.368406593406593,0.002,10
0.137316176470588,0.398,10
0.292067307692308,0.019,10
0.280714285714286,0.025,10
0.280714285714286,0.022,10
0.172941176470588,0.224,10
0.280714285714286,0.039,10
0.292067307692308,0.033,10
0.16875,0.11,10
0.245089285714286,0.033,10
0.280714285714286,0.014,10
0.137316176470588,0.229,10
0.185714285714286,0.165,10
0.280714285714286,0.014,10
0.280714285714286,0.014,10
0.16875,0.18,10
0.137316176470588,0.204,10
0.327692307692308,0.013,10
0.137316176470588,0.27,10
0.415384615384615,0.003,10
0.280714285714286,0.025,10
0.280714285714286,0.023,10
0.327692307692308,0.003,10
0.423214285714286,0.003,10
0.204375,0.109,10
0.204375,0.087,10
0.470192307692308,0.001,10
0.280714285714286,0.028,10
0.204375,0.147,10
0.137316176470588,0.357,10
0.292067307692308,0.009,10
0.24,0.054,10
0.368406593406593,0.009,10
0.185714285714286,0.108,10
0.3825,0.001,10
0.24,0.032,10
0.327692307692308,0.015,10
0.3825,0.004,10
0.204375,0.05,10
0.160714285714286,0.087,10
0.321428571428572,0.017,10
0.327692307692308,0.002,10
0.280714285714286,0.018,10
0.280714285714286,0.022,10
0.204375,0.079,10
0.24,0.056,10
0.368406593406593,0.006,10
0.321428571428572,0.008,10
0.16875,0.251,10
0.280714285714286,0.031,10
0.172941176470588,0.13,10
0.260633484162896,0.034,10
0.204375,0.127,10
0.204375,0.095,10
0.05,0.86,10
0.24,0.053,10
0.245089285714286,0.063,10
0.137316176470588,0.214,10
0.280714285714286,0.02,10
0.415384615384615,0.003,10
0.280714285714286,0.027,10
0.368406593406593,0.009,10
0.204375,0.079,10
0.3825,0.002,10
0.368406593406593,0.001,10
0.0779411764705883,0.485,10
0.137316176470588,0.27,10
0.137316176470588,0.447,10
0.415384615384615,0.001,10
0.0779411764705883,0.714,10
0.327692307692308,0.012,10
0.368406593406593,0.003,10
0.204375,0.084,10
0.245089285714286,0.052,10
0.24,0.038,10
0.292067307692308,0.019,10
0.172941176470588,0.192,10
0.204375,0.044,10
0.368406593406593,0.005,10
0.280714285714286,0.073,10
0.213655462184874,0.037,10
0.24,0.061,10
0.16875,0.256,10
0.16875,0.188,10
0.204375,0.128,10
0.0779411764705883,0.546,10
0.321428571428572,0.014,10
0.204375,0.117,10
0.137316176470588,0.443,10
0.368406593406593,0.002,10
0.415384615384615,0,10
0.0779411764705883,0.61,10
0.415384615384615,0.004,10
0.321428571428572,0.019,10
0.24,0.081,10
0.3825,0.001,10
0.213655462184874,0.081,10
0.16875,0.245,10
0.280714285714286,0.012,10
0.232692307692308,0.036,10
0.05,0.859,10
0.487987012987013,0.001,10
0.346875,0.005,10
0.137316176470588,0.276,10
0.24,0.044,10
0.172941176470588,0.108,10
0.172941176470588,0.139,10
0.423214285714286,0,10
0.280714285714286,0.022,10
0.368406593406593,0.002,10
0.137316176470588,0.408,10
0.368406593406593,0.002,10
0.327692307692308,0.004,10
0.280714285714286,0.02,10
0.280714285714286,0.041,10
0.327692307692308,0.007,10
0.213655462184874,0.071,10
0.24,0.043,10
0.321428571428572,0.027,10
0.0529411764705883,0.682,10
0.368406593406593,0.003,10
0.204375,0.133,10
0.204375,0.074,10
0.415384615384615,0.002,10
0.204375,0.056,10
0.245089285714286,0.041,10
0.16875,0.116,10
0.327692307692308,0.009,10
0.245089285714286,0.018,10
0.280714285714286,0.025,10
0.321428571428572,0.004,10
0.172941176470588,0.1,10
0.204375,0.121,10
0.204375,0.065,10
0.204375,0.083,10
0.137316176470588,0.161,10
0.137316176470588,0.268,10
0.16875,0.201,10
0.280714285714286,0.022,10
0.204375,0.161,10
0.260633484162896,0.012,10
0.204375,0.086,10
0.137316176470588,0.265,10
0.327692307692308,0.005,10
0.589772727272727,0,10
0.368406593406593,0.006,10
0.245089285714286,0.041,10
0.368406593406593,0.004,10
0.172941176470588,0.064,10
0.213655462184874,0.081,10
0.321428571428572,0.009,10
0.327692307692308,0.003,10
0.213655462184874,0.045,10
0.327692307692308,0.003,10
0.280714285714286,0.007,10
0.24,0.029,10
0.280714285714286,0.021,10
0.16875,0.217,10
0.204375,0.105,10
0.105882352941177,0.459,10
0.321428571428572,0.011,10
0.16875,0.175,10
0.137316176470588,0.283,10
0.245089285714286,0.067,10
0.109375,0.375,10
0.327692307692308,0.008,10
0.16875,0.18,10
0.447272727272727,0,10
0.368406593406593,0.004,10
0.204375,0.078,10
0.280714285714286,0.014,10
0.16875,0.223,10
0.245089285714286,0.038,10
0.204375,0.075,10
0.105882352941177,0.509,10
0.137316176470588,0.277,10
0.280714285714286,0.033,10
0.280714285714286,0.044,10
0.260633484162896,0.009,10
0.137316176470588,0.255,10
0.280714285714286,0.019,10
0.137316176470588,0.241,10
0.172941176470588,0.172,10
0.204375,0.082,10
0.423214285714286,0.002,10
0.172941176470588,0.124,10
0.321428571428572,0.015,10
0.16875,0.186,10
0.204375,0.083,10
0.368406593406593,0.009,10
0.321428571428572,0.003,10
0.172941176470588,0.152,10
0.137316176470588,0.287,10
0.24,0.061,10
0.565714285714286,0,1
0.589772727272727,0,1
0.3825,0.001,1
0.612692307692308,0,1
1,0,1
0.470192307692308,0,1
0.905,0,1
0.589772727272727,0.001,1
0.589772727272727,0,1
0.654545454545455,0,1
0.905,0,1
0.905,0,1
0.654545454545455,0,1
0.732272727272727,0,1
0.6675,0,1
0.470192307692308,0,1
0.654545454545455,0,1
0.6675,0,1
0.905,0,1
0.905,0,1
0.487987012987013,0,1
0.905,0,1
0.470192307692308,0,1
0.6675,0,1
0.525,0,1
0.6675,0,1
1,0,1
0.534965034965035,0,1
0.487987012987013,0,1
0.6675,0,1
0.415384615384615,0.005,1
0.589772727272727,0,1
0.654545454545455,0,1
1,0,1
0.654545454545455,0,1
1,0,1
0.525,0,1
0.470192307692308,0.003,1
0.6675,0,1
0.3825,0.006,1
0.6675,0,1
0.732272727272727,0,1
0.905,0,1
0.732272727272727,0,1
0.3825,0.003,1
0.534965034965035,0.002,1
0.24,0.076,1
0.732272727272727,0,1
0.470192307692308,0,1
0.654545454545455,0,1
0.732272727272727,0,1
0.380213903743316,0.001,1
0.905,0,1
0.905,0,1
0.905,0,1
0.470192307692308,0.003,1
0.612692307692308,0,1
0.732272727272727,0,1
0.732272727272727,0,1
0.732272727272727,0,1
0.280714285714286,0.02,1
0.534965034965035,0,1
0.525,0.001,1
0.732272727272727,0,1
1,0,1
1,0,1
0.654545454545455,0,1
0.534965034965035,0,1
0.732272727272727,0,1
0.589772727272727,0,1
0.612692307692308,0,1
0.732272727272727,0,1
0.534965034965035,0,1
0.6675,0,1
0.589772727272727,0,1
0.534965034965035,0,1
0.905,0,1
0.245089285714286,0.022,1
1,0,1
1,0,1
0.654545454545455,0,1
0.327692307692308,0.006,1
0.3825,0,1
0.589772727272727,0,1
0.732272727272727,0,1
0.732272727272727,0,1
0.905,0,1
0.654545454545455,0,1
0.487987012987013,0,1
0.654545454545455,0,1
0.589772727272727,0,1
0.6675,0,1
0.3825,0.014,1
0.654545454545455,0,1
0.654545454545455,0,1
0.589772727272727,0,1
0.589772727272727,0,1
1,0,1
0.654545454545455,0,1
0.732272727272727,0,1
0.654545454545455,0,1
0.612692307692308,0,1
0.905,0,1
0.905,0,1
0.589772727272727,0,1
0.470192307692308,0.002,1
0.487987012987013,0,1
0.415384615384615,0.003,1
0.423214285714286,0,1
0.6675,0,1
0.368406593406593,0.004,1
0.732272727272727,0,1
0.534965034965035,0,1
0.732272727272727,0,1
0.732272727272727,0,1
0.732272727272727,0,1
0.589772727272727,0,1
0.589772727272727,0,1
0.470192307692308,0.002,1
0.280714285714286,0.024,1
0.732272727272727,0,1
0.612692307692308,0,1
0.732272727272727,0,1
0.905,0,1
0.732272727272727,0,1
0.423214285714286,0,1
0.368406593406593,0.004,1
0.612692307692308,0,1
0.487987012987013,0,1
0.525,0.001,1
0.732272727272727,0,1
0.487987012987013,0.001,1
0.487987012987013,0,1
0.905,0,1
0.732272727272727,0,1
0.905,0,1
0.654545454545455,0,1
0.905,0,1
0.487987012987013,0.001,1
0.905,0,1
0.654545454545455,0,1
0.470192307692308,0,1
0.534965034965035,0,1
0.654545454545455,0,1
0.321428571428572,0.012,1
0.487987012987013,0,1
