"pwgsi","P","m"
0.732272727272727,0,1
0.589772727272727,0,1
0.612692307692308,0,1
0.732272727272727,0,1
0.6675,0,1
0.732272727272727,0,1
0.423214285714286,0.001,1
0.732272727272727,0,1
1,0,1
0.589772727272727,0,1
1,0,1
1,0,1
0.327692307692308,0.017,1
0.487987012987013,0.001,1
1,0,1
0.6675,0,1
0.905,0,1
0.24,0.071,1
0.732272727272727,0,1
0.3825,0.002,1
0.6675,0,1
0.612692307692308,0,1
0.654545454545455,0,1
0.487987012987013,0,1
0.905,0,1
0.470192307692308,0.002,1
0.415384615384615,0.001,1
0.612692307692308,0,1
0.525,0.001,1
0.589772727272727,0,1
0.368406593406593,0.004,1
1,0,1
0.368406593406593,0.002,1
0.534965034965035,0.001,1
0.589772727272727,0,1
0.654545454545455,0,1
0.470192307692308,0,1
0.534965034965035,0,1
0.732272727272727,0,1
1,0,1
0.525,0,1
0.905,0,1
0.732272727272727,0,1
0.525,0,1
0.470192307692308,0,1
0.447272727272727,0.002,1
1,0,1
0.905,0,1
0.732272727272727,0,1
0.470192307692308,0,1
0.245089285714286,0.042,1
0.6675,0,1
1,0,1
0.589772727272727,0,1
0.415384615384615,0.001,1
0.654545454545455,0,1
1,0,1
0.905,0,1
0.905,0,1
0.732272727272727,0,1
0.6675,0,1
0.589772727272727,0,1
0.654545454545455,0,1
0.732272727272727,0,1
0.654545454545455,0,1
1,0,1
0.368406593406593,0.007,1
1,0,1
0.6675,0,1
0.534965034965035,0,1
0.589772727272727,0,1
0.732272727272727,0,1
0.905,0,1
1,0,1
0.525,0.001,1
0.470192307692308,0,1
0.732272727272727,0,1
0.732272727272727,0,1
0.525,0,1
0.732272727272727,0,1
0.534965034965035,0,1
0.6675,0,1
0.470192307692308,0.001,1
0.6675,0,1
0.654545454545455,0,1
0.905,0,1
1,0,1
0.589772727272727,0,1
0.423214285714286,0.002,1
0.732272727272727,0,1
0.732272727272727,0,1
1,0,1
1,0,1
0.905,0,1
0.612692307692308,0,1
0.525,0,1
0.589772727272727,0,1
0.589772727272727,0,1
0.534965034965035,0,1
0.612692307692308,0,1
0.589772727272727,0,1
0.612692307692308,0,1
0.732272727272727,0,1
0.589772727272727,0,1
0.905,0,1
0.565714285714286,0,1
0.612692307692308,0,1
0.589772727272727,0,1
0.732272727272727,0,1
0.415384615384615,0,1
0.905,0,1
1,0,1
0.423214285714286,0.002,1
0.423214285714286,0.004,1
0.525,0,1
0.732272727272727,0,1
0.534965034965035,0,1
1,0,1
0.905,0,1
0.589772727272727,0,1
0.905,0,1
0.6675,0,1
0.487987012987013,0,1
0.487987012987013,0.001,1
0.654545454545455,0,1
0.423214285714286,0,1
0.654545454545455,0,1
0.612692307692308,0,1
0.6675,0,1
0.6675,0,1
0.565714285714286,0,1
1,0,1
0.346875,0.005,1
0.905,0,1
0.905,0,1
0.654545454545455,0,1
0.732272727272727,0,1
1,0,1
0.327692307692308,0.01,1
0.534965034965035,0,1
0.534965034965035,0,1
0.321428571428572,0.013,1
0.534965034965035,0,1
0.589772727272727,0,1
0.534965034965035,0,1
1,0,1
0.589772727272727,0,1
1,0,1
0.905,0,1
0.732272727272727,0,1
0.470192307692308,0,1
1,0,1
0.292067307692308,0.017,1
0.732272727272727,0,1
0.654545454545455,0,1
0.415384615384615,0.003,1
0.534965034965035,0.001,1
0.470192307692308,0,1
0.589772727272727,0,1
0.654545454545455,0,1
0.905,0,1
0.905,0,1
1,0,1
0.732272727272727,0,1
0.732272727272727,0,1
0.732272727272727,0,1
0.3825,0.004,1
0.534965034965035,0,1
1,0,1
0.654545454545455,0,1
0.534965034965035,0,1
0.589772727272727,0,1
0.732272727272727,0,1
0.6675,0,1
0.6675,0,1
1,0,1
0.534965034965035,0,1
0.447272727272727,0,1
0.368406593406593,0.005,1
0.525,0,1
0.423214285714286,0,1
1,0,1
0.589772727272727,0,1
0.732272727272727,0,1
0.732272727272727,0,1
0.321428571428572,0.014,1
0.534965034965035,0,1
0.423214285714286,0.002,1
0.447272727272727,0,1
0.589772727272727,0,1
0.732272727272727,0,1
0.589772727272727,0,1
1,0,1
0.487987012987013,0,1
1,0,1
0.732272727272727,0,1
1,0,1
0.470192307692308,0,1
0.654545454545455,0,1
0.380213903743316,0.003,1
0.457941176470588,0,1
0.905,0,1
0.470192307692308,0.001,1
0.346875,0.015,1
0.565714285714286,0,1
0.654545454545455,0,1
0.654545454545455,0,1
1,0,1
0.589772727272727,0,1
0.3825,0.004,1
0.654545454545455,0,1
0.612692307692308,0,1
0.415384615384615,0.002,1
0.612692307692308,0,1
0.612692307692308,0.001,1
0.6675,0,1
0.589772727272727,0,1
0.415384615384615,0.002,1
0.411647727272727,0,1
0.6675,0,1
0.447272727272727,0,1
0.525,0,1
0.6675,0,1
0.6675,0,1
0.589772727272727,0,1
0.732272727272727,0,1
0.534965034965035,0,1
0.905,0,1
0.732272727272727,0,1
0.654545454545455,0,1
0.732272727272727,0,1
0.654545454545455,0,1
0.470192307692308,0,1
0.654545454545455,0,1
1,0,1
0.487987012987013,0.001,1
0.292067307692308,0.026,1
0.447272727272727,0.005,1
0.6675,0,1
0.589772727272727,0,1
0.3825,0.003,1
0.732272727272727,0,1
0.589772727272727,0,1
0.487987012987013,0.001,1
0.905,0,1
1,0,1
0.3825,0.001,1
0.487987012987013,0.001,1
0.6675,0,1
0.470192307692308,0,1
1,0,1
0.732272727272727,0,1
0.487987012987013,0.001,1
0.565714285714286,0,1
0.732272727272727,0,1
0.589772727272727,0,1
0.612692307692308,0,1
0.654545454545455,0,1
0.6675,0,1
0.732272727272727,0,1
0.589772727272727,0,1
0.411647727272727,0.003,1
0.6675,0,1
0.732272727272727,0,1
0.368406593406593,0.003,1
0.6675,0,1
0.612692307692308,0,1
0.589772727272727,0,1
0.423214285714286,0.001,1
0.534965034965035,0,1
0.654545454545455,0,1
0.905,0,1
0.534965034965035,0.001,1
0.612692307692308,0,1
0.470192307692308,0.001,1
0.732272727272727,0,1
0.732272727272727,0,1
0.447272727272727,0,1
0.470192307692308,0.003,1
0.565714285714286,0,1
1,0,1
0.589772727272727,0,1
0.612692307692308,0,1
0.368406593406593,0.006,1
0.905,0,1
0.589772727272727,0,1
0.732272727272727,0,1
0.380213903743316,0.001,1
0.6675,0,1
0.612692307692308,0,1
1,0,1
0.732272727272727,0,1
1,0,1
0.368406593406593,0.002,1
0.470192307692308,0.001,1
0.732272727272727,0,1
0.732272727272727,0,1
0.732272727272727,0,1
0.525,0,1
0.534965034965035,0.001,1
0.525,0,1
0.3825,0.003,1
0.589772727272727,0,1
0.423214285714286,0,1
0.654545454545455,0,1
0.905,0,1
0.732272727272727,0,1
0.732272727272727,0,1
0.589772727272727,0,1
0.411647727272727,0,1
0.732272727272727,0,1
0.732272727272727,0,1
0.732272727272727,0,1
0.415384615384615,0.001,1
0.487987012987013,0.001,1
0.589772727272727,0,1
0.327692307692308,0.011,1
0.470192307692308,0,1
0.732272727272727,0,1
0.6675,0,1
0.905,0,1
0.905,0,1
0.368406593406593,0.003,1
1,0,1
0.589772727272727,0,1
0.6675,0,1
0.6675,0,1
0.534965034965035,0.001,1
0.470192307692308,0,1
0.905,0,1
1,0,1
0.732272727272727,0,1
0.732272727272727,0,1
1,0,1
0.732272727272727,0,1
1,0,1
0.423214285714286,0,1
0.525,0,1
0.905,0,1
0.415384615384615,0.001,1
0.654545454545455,0,1
0.732272727272727,0,1
0.589772727272727,0,1
0.534965034965035,0,1
0.565714285714286,0,1
0.447272727272727,0,1
0.905,0,1
0.6675,0,1
0.6675,0,1
0.534965034965035,0.001,1
0.732272727272727,0,1
0.732272727272727,0,1
0.3825,0.002,1
1,0,1
0.16875,0.272,25
0.137316176470588,0.239,25
0.137316176470588,0.268,25
0.137316176470588,0.243,25
0.204375,0.06,25
0.0779411764705883,0.594,25
0.105882352941177,0.597,25
0.16875,0.221,25
0.327692307692308,0.007,25
0.327692307692308,0.008,25
0.0779411764705883,0.446,25
0.137316176470588,0.265,25
0.172941176470588,0.149,25
0.137316176470588,0.322,25
0.0779411764705883,0.447,25
0.172941176470588,0.084,25
0.204375,0.131,25
0.213655462184874,0.028,25
0.0529411764705883,0.797,25
0.137316176470588,0.255,25
0.280714285714286,0.015,25
0.204375,0.094,25
0.321428571428572,0.009,25
0.105882352941177,0.433,25
0.321428571428572,0.017,25
0.137316176470588,0.308,25
0.204375,0.157,25
0.280714285714286,0.012,25
0.105882352941177,0.528,25
0.327692307692308,0.02,25
0.137316176470588,0.378,25
0.105882352941177,0.334,25
0.245089285714286,0.037,25
0.204375,0.072,25
0.204375,0.109,25
0.137316176470588,0.426,25
0.137316176470588,0.249,25
0.204375,0.109,25
0.12,0.247,25
0.137316176470588,0.183,25
0.137316176470588,0.273,25
0.245089285714286,0.053,25
0.24,0.045,25
0.260633484162896,0.037,25
0.213655462184874,0.043,25
0.137316176470588,0.395,25
0.24,0.07,25
0.109375,0.446,25
0.145,0.181,25
0.245089285714286,0.035,25
0.109375,0.457,25
0.204375,0.076,25
0.105882352941177,0.679,25
0.172941176470588,0.179,25
0.185714285714286,0.102,25
0.24,0.099,25
0.24,0.105,25
0.204375,0.053,25
0.16875,0.205,25
0.137316176470588,0.306,25
0.327692307692308,0.013,25
0.280714285714286,0.017,25
0.0779411764705883,0.635,25
0.245089285714286,0.039,25
0.185714285714286,0.18,25
0.16875,0.225,25
0.280714285714286,0.024,25
0.0779411764705883,0.687,25
0.145,0.383,25
0.327692307692308,0.009,25
0.145,0.393,25
0.109375,0.36,25
0.137316176470588,0.194,25
0.280714285714286,0.024,25
0.213655462184874,0.051,25
0.204375,0.098,25
0.245089285714286,0.031,25
0.204375,0.14,25
0.280714285714286,0.032,25
0.137316176470588,0.306,25
0.0779411764705883,0.541,25
0.24,0.071,25
0.137316176470588,0.345,25
0.327692307692308,0.002,25
0.213655462184874,0.026,25
0.16875,0.253,25
0.3825,0.008,25
0.280714285714286,0.015,25
0.105882352941177,0.42,25
0.232692307692308,0.134,25
0.025,0.927,25
0.137316176470588,0.369,25
0.105882352941177,0.636,25
0.137316176470588,0.314,25
0.16875,0.21,25
0.137316176470588,0.251,25
0.160714285714286,0.139,25
0.245089285714286,0.093,25
0.0779411764705883,0.746,25
0.05,0.805,25
0.145,0.213,25
0.172941176470588,0.129,25
0.280714285714286,0.028,25
0.137316176470588,0.253,25
0.327692307692308,0.002,25
0.0779411764705883,0.488,25
0.145,0.217,25
0.105882352941177,0.522,25
0.137316176470588,0.266,25
0.204375,0.11,25
0.0779411764705883,0.572,25
0.109375,0.285,25
0.204375,0.068,25
0.137316176470588,0.211,25
0.16875,0.352,25
0.105882352941177,0.633,25
0.415384615384615,0.002,25
0.084375,0.65,25
0.137316176470588,0.266,25
0.109375,0.39,25
0.368406593406593,0.005,25
0.24,0.081,25
0.109375,0.533,25
0.105882352941177,0.576,25
0.172941176470588,0.151,25
0.292067307692308,0.019,25
0.16875,0.199,25
0.16875,0.314,25
0.245089285714286,0.063,25
0.137316176470588,0.288,25
0.280714285714286,0.019,25
0.16875,0.169,25
0.0779411764705883,0.591,25
0.172941176470588,0.092,25
0.327692307692308,0.013,25
0.368406593406593,0.007,25
0.137316176470588,0.145,25
0.025,0.858,25
0.084375,0.312,25
0.280714285714286,0.035,25
0.084375,0.482,25
0.245089285714286,0.018,25
0.368406593406593,0.005,25
0.105882352941177,0.653,25
0.145,0.36,25
0.204375,0.093,25
0.109375,0.231,25
0.204375,0.169,25
0.0529411764705883,0.754,25
0.321428571428572,0.016,25
0.368406593406593,0.004,25
0.0779411764705883,0.58,25
0.0779411764705883,0.514,25
0.172941176470588,0.126,25
0.280714285714286,0.026,25
0.204375,0.156,25
0.137316176470588,0.201,25
0.0779411764705883,0.575,25
0.213655462184874,0.079,25
0.280714285714286,0.013,25
0.204375,0.077,25
0.245089285714286,0.054,25
0.0529411764705883,0.838,25
0.109375,0.335,25
0.204375,0.129,25
0.24,0.074,25
0.213655462184874,0.079,25
0.109375,0.364,25
0.109375,0.427,25
0.204375,0.133,25
0.24,0.072,25
0.105882352941177,0.537,25
0.109375,0.263,25
0.0779411764705883,0.514,25
0.109375,0.416,25
0.204375,0.084,25
0.16875,0.186,25
0.204375,0.063,25
0.204375,0.085,25
0.137316176470588,0.283,25
0.16875,0.148,25
0.280714285714286,0.013,25
0.137316176470588,0.328,25
0.321428571428572,0.01,25
0.260633484162896,0.036,25
0.415384615384615,0,25
0.137316176470588,0.3,25
0.346875,0.011,25
0.172941176470588,0.107,25
0.137316176470588,0.352,25
0.204375,0.123,25
0.24,0.063,25
0.204375,0.102,25
0.109375,0.349,25
0.204375,0.057,25
0.137316176470588,0.302,25
0.172941176470588,0.118,25
0.137316176470588,0.328,25
0.280714285714286,0.032,25
0.245089285714286,0.058,25
0.16875,0.188,25
0.105882352941177,0.526,25
0.0529411764705883,0.622,25
0.368406593406593,0.004,25
0.16875,0.247,25
0.172941176470588,0.162,25
0.280714285714286,0.028,25
0.204375,0.061,25
0.280714285714286,0.046,25
0.321428571428572,0.008,25
0.12,0.359,25
0.232692307692308,0.072,25
0.105882352941177,0.487,25
0.172941176470588,0.24,25
0.213655462184874,0.055,25
0.137316176470588,0.282,25
0.415384615384615,0.003,25
0.16875,0.289,25
0.172941176470588,0.109,25
0.109375,0.513,25
0.172941176470588,0.198,25
0.368406593406593,0.003,25
0.280714285714286,0.021,25
0.137316176470588,0.301,25
0.245089285714286,0.034,25
0.204375,0.083,25
0.245089285714286,0.063,25
0.137316176470588,0.348,25
0.0779411764705883,0.553,25
0.16875,0.284,25
0.204375,0.129,25
0.321428571428572,0.01,25
0.368406593406593,0.001,25
0.137316176470588,0.421,25
0.292067307692308,0.012,25
0.172941176470588,0.128,25
0.109375,0.51,25
0.24,0.055,25
0.245089285714286,0.056,25
0.185714285714286,0.134,25
0.213655462184874,0.067,25
0.204375,0.142,25
0.137316176470588,0.241,25
0.213655462184874,0.08,25
0.109375,0.426,25
0.137316176470588,0.406,25
0.105882352941177,0.589,25
0.245089285714286,0.092,25
0.327692307692308,0.006,25
0.137316176470588,0.321,25
0.204375,0.105,25
0.24,0.059,25
0.260633484162896,0.014,25
0.245089285714286,0.109,25
0.280714285714286,0.012,25
0.05,0.875,25
0.137316176470588,0.251,25
0.204375,0.075,25
0.0529411764705883,0.679,25
0.204375,0.086,25
0.321428571428572,0.011,25
0.16875,0.267,25
0.245089285714286,0.032,25
0.292067307692308,0.018,25
0.0779411764705883,0.603,25
0.368406593406593,0.003,25
0.16875,0.15,25
0.137316176470588,0.323,25
0.105882352941177,0.398,25
0.525,0,25
0.137316176470588,0.338,25
0.204375,0.064,25
0.05,0.853,25
0.204375,0.078,25
0.16875,0.192,25
0.105882352941177,0.458,25
0.172941176470588,0.152,25
0.105882352941177,0.305,25
0.137316176470588,0.327,25
0.109375,0.449,25
0.204375,0.089,25
0.204375,0.115,25
0.172941176470588,0.137,25
0.12,0.26,25
0.145,0.187,25
0.245089285714286,0.066,25
0.109375,0.413,25
0.204375,0.12,25
0.0779411764705883,0.588,25
0.280714285714286,0.019,25
0.172941176470588,0.161,25
0.368406593406593,0.008,25
0.245089285714286,0.038,25
0.204375,0.069,25
0.137316176470588,0.235,25
0.204375,0.055,25
0.109375,0.38,25
0.137316176470588,0.193,25
0.0779411764705883,0.62,25
0.109375,0.435,25
0.321428571428572,0.017,25
0.213655462184874,0.054,25
0.292067307692308,0.01,25
0.025,0.926,25
0.204375,0.076,25
0.137316176470588,0.211,25
0.137316176470588,0.186,25
0.0529411764705883,0.608,25
0.0779411764705883,0.703,25
0.172941176470588,0.167,25
0.213655462184874,0.057,25
0.280714285714286,0.024,25
0.137316176470588,0.352,25
0.245089285714286,0.043,25
0.137316176470588,0.318,25
0.204375,0.121,25
0.185714285714286,0.088,25
0.105882352941177,0.683,25
0.24,0.077,25
0.145,0.391,25
0.204375,0.082,25
0.280714285714286,0.009,25
0.24,0.049,25
0.137316176470588,0.314,25
0.145,0.128,25
0.137316176470588,0.493,25
0.172941176470588,0.162,25
0.204375,0.091,25
0.24,0.083,25
0.204375,0.061,25
0.137316176470588,0.218,25
0.16875,0.16,25
0.105882352941177,0.457,25
0.204375,0.098,25
0.280714285714286,0.033,25
0.204375,0.143,25
0.368406593406593,0.005,25
0.24,0.126,25
0.280714285714286,0.014,25
0.16875,0.295,25
0.137316176470588,0.323,25
0.16875,0.336,25
0.24,0.064,25
0.172941176470588,0.183,25
0.16875,0.249,25
0.172941176470588,0.231,25
0.16875,0.191,25
0.05,0.755,25
0.109375,0.333,25
0.204375,0.145,25
0.204375,0.076,25
0.245089285714286,0.037,25
0.05,0.761,25
0.204375,0.082,25
0.137316176470588,0.387,25
0.565714285714286,0,25
0.16875,0.289,25
0.260633484162896,0.022,25
0.16875,0.194,25
0.172941176470588,0.138,25
0.280714285714286,0.038,25
0.16875,0.281,25
0.0529411764705883,0.787,25
0.16875,0.244,25
0.105882352941177,0.414,25
0.16875,0.206,25
0.24,0.102,25
0.0779411764705883,0.385,25
0.204375,0.087,25
0.321428571428572,0.027,25
0.137316176470588,0.262,25
0.292067307692308,0.026,25
0.172941176470588,0.148,25
0.280714285714286,0.01,25
0.415384615384615,0.002,25
0.280714285714286,0.017,25
0.105882352941177,0.501,25
0.204375,0.082,25
0.280714285714286,0.025,25
0.423214285714286,0.002,25
0.145,0.236,25
0.321428571428572,0.023,25
0.16875,0.2,25
0.321428571428572,0.011,25
0.232692307692308,0.077,25
0.24,0.04,25
0.172941176470588,0.19,25
0.245089285714286,0.064,25
0.24,0.054,25
0.204375,0.077,25
0.280714285714286,0.015,25
0.109375,0.356,25
0.105882352941177,0.563,25
0.24,0.055,25
0.16875,0.145,25
0.280714285714286,0.012,25
0.16875,0.213,25
0.084375,0.521,25
0.415384615384615,0.001,25
0.204375,0.2,25
0.213655462184874,0.061,25
0.415384615384615,0.002,25
0.172941176470588,0.163,25
0.204375,0.078,25
0.321428571428572,0.008,25
0.292067307692308,0.024,25
0.137316176470588,0.383,25
0.172941176470588,0.092,25
0.204375,0.09,25
0.368406593406593,0.003,25
0.213655462184874,0.074,25
0.137316176470588,0.244,25
0.24,0.043,25
0.0529411764705883,0.733,25
0.280714285714286,0.025,25
0.172941176470588,0.124,25
0.145,0.177,25
0.137316176470588,0.243,25
0.172941176470588,0.057,25
0.16875,0.214,25
0.0779411764705883,0.569,25
0.327692307692308,0.011,25
0.109375,0.362,25
0.280714285714286,0.013,25
0.245089285714286,0.042,25
0.245089285714286,0.032,25
0.423214285714286,0,25
0.137316176470588,0.346,25
0.137316176470588,0.242,25
0.172941176470588,0.11,25
0.280714285714286,0.038,25
0.368406593406593,0.005,25
0.213655462184874,0.05,25
0.368406593406593,0.003,25
0.245089285714286,0.041,25
0.137316176470588,0.326,25
0.327692307692308,0.003,25
0.109375,0.498,25
0.16875,0.235,25
0.327692307692308,0.013,25
0.16875,0.202,25
0.327692307692308,0.014,25
0.24,0.065,25
0.137316176470588,0.515,25
0.109375,0.467,25
0.470192307692308,0,25
0.245089285714286,0.04,25
0.0779411764705883,0.537,25
0.105882352941177,0.586,25
0.109375,0.45,25
0.172941176470588,0.16,25
0.204375,0.093,25
0.213655462184874,0.082,25
0.204375,0.077,25
0.245089285714286,0.056,25
0.16875,0.214,25
0.137316176470588,0.249,25
0.204375,0.096,25
0.346875,0.005,25
0.204375,0.136,25
0.05,0.831,25
0.245089285714286,0.058,25
0.213655462184874,0.032,25
0.292067307692308,0.014,25
0.204375,0.08,25
0.16875,0.172,25
0.204375,0.053,25
0.204375,0.06,25
0.321428571428572,0.02,25
0.24,0.13,25
0.105882352941177,0.608,25
0.084375,0.576,25
0.204375,0.049,25
0.105882352941177,0.42,25
0.137316176470588,0.273,25
0.172941176470588,0.111,25
0.137316176470588,0.38,25
0.24,0.111,25
0.415384615384615,0.002,25
0.204375,0.092,25
0.172941176470588,0.144,25
0.204375,0.049,25
0.185714285714286,0.107,25
0.05,0.829,25
0.213655462184874,0.062,25
0.137316176470588,0.288,25
0.280714285714286,0.026,25
0.280714285714286,0.014,25
0.0779411764705883,0.585,25
0.245089285714286,0.024,25
0.280714285714286,0.025,25
0.137316176470588,0.332,25
0.16875,0.326,25
0.280714285714286,0.012,25
0.025,0.891,25
0.105882352941177,0.454,25
0.172941176470588,0.08,25
0.0529411764705883,0.727,25
0.260633484162896,0.046,25
0.280714285714286,0.004,25
